banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
108.702108.702,2.124,109.764109.764,"49,38 49,38 ","15,19 15,19 ",68.690 68.690 ,30.451 30.451 ,1.250 1.250 ,8.518,10.228,818.0,11.196,81.07881.078,970.0,25.004,6.894,2.4402.440,7.438,109.678109.678
132.811132.811,2.0,132.812132.812,"39,80 39,80 ","9,64 9,64 ",80.705 80.705 ,50.446 50.446 ,127 127 ,316.0,2.752,1272.0,8.55,73.28473.284,65.684,37.936,7.118,8484,0.0,133.648133.648
57.96557.965,1318.0,58.62458.624,"30,30 30,30 ","7,72 7,72 ",54.079 54.079 ,451 451 ,812 812 ,4.492,2.072,44.0,2.124,57.52557.525,18.0,0.0,4.0,22,0.0,58.62258.622
14.60414.604,600.0,14.90414.904,"10,59 10,59 ","3,03 3,03 ",11.104 11.104 ,1.119 1.119 ,335 335 ,34.0,4.658,118.0,202.0,12.82212.822,16.0,0.0,2.0,77,3.804,14.90014.900
29.01829.018,868.0,29.45229.452,"28,91 28,91 ","8,60 8,60 ",18.614 18.614 ,1.668 1.668 ,582 582 ,9.276,7.9,136.0,156.0,29.07329.073,1310.0,200.0,2.0,33,0.0,29.97829.978
672.137672.137,646.0,672.460672.460,"61,71 61,71 ","19,41 19,41 ",341.680 341.680 ,293.831 293.831 ,10.602 10.602 ,21.93,30.764,6.218,68.264,309.998309.998,217.878,302.658,61.472,19.60219.602,28.238,671.964671.964
68.84268.842,4.0,68.84468.844,"29,13 29,13 ","7,23 7,23 ",27.313 27.313 ,40.407 40.407 ,19 19 ,2.05,160.0,82.0,6.182,43.54443.544,37.546,6.718,64.0,22,0.0,68.84268.842
28.34628.346,1016.0,28.85428.854,"59,89 59,89 ","17,76 17,76 ",19.372 19.372 ,6.906 6.906 ,530 530 ,2.0,4.09,12.0,620.0,31.33431.334,4.0,0.0,0.0,00,0.0,31.65231.652
162.298162.298,68.0,162.332162.332,0,0,156.583 156.583 ,5.223 5.223 ,105 105 ,204.0,638.0,210.0,16.328,78.75078.750,90.482,48.636,2.606,4.3674.367,0.0,162.248162.248
3.464.8823.464.882,21.128,3.475.4463.475.446,"62,63 62,63 ","20,28 20,28 ",1.452.061 1.452.061 ,1.793.884 1.793.884 ,133.928 133.928 ,128.758,62.388,3.028,149.532,1.445.7521.445.752,585.464,1773.356,960.474,184.203184.203,211.636,3.471.7003.471.700
1.359.8821.359.882,13.376,1.366.5701.366.570,"106,24 106,24 ","44,56 44,56 ",349.995 349.995 ,968.483 968.483 ,35.535 35.535 ,6.328,18.786,178.0,20.078,292.566292.566,445.474,975.652,455.906,127.384127.384,0.0,1.368.5941.368.594
33.93433.934,22.0,33.94533.945,"32,79 32,79 ","8,34 8,34 ",27.300 27.300 ,4.415 4.415 ,15 15 ,2.0,4.428,68.0,5.792,14.77014.770,12.29,7.078,82.0,44,13.0,33.92933.929
96.92596.925,24.0,96.93796.937,"30,83 30,83 ","8,24 8,24 ",54.879 54.879 ,40.157 40.157 ,383 383 ,776.0,2.26,140.0,6.522,32.51632.516,48.976,46.592,16.438,3.8973.897,2.07,96.78296.782
95.53295.532,4.854,97.95997.959,"53,72 53,72 ","16,47 16,47 ",56.375 56.375 ,19.591 19.591 ,1.194 1.194 ,28.14,13.458,134.0,8.628,83.16183.161,10.716,8.0,10.0,99,10.02,97.92897.928
94.40694.406,22.0,94.41794.417,"32,66 32,66 ","8,60 8,60 ",56.937 56.937 ,35.225 35.225 ,888 888 ,2.668,66.0,22.0,10.01,37.15237.152,48.076,38.136,11.78,3.2563.256,0.0,94.42094.420
713.825713.825,202.0,713.926713.926,"63,52 63,52 ","19,45 19,45 ",349.342 349.342 ,326.894 326.894 ,13.178 13.178 ,26.474,22.55,562.0,47.844,222.815222.815,208.6,532.518,114.274,29.22829.228,20.098,713.991713.991
197.346197.346,96.0,197.394197.394,"48,68 48,68 ","14,56 14,56 ",106.998 106.998 ,75.751 75.751 ,3.789 3.789 ,21.552,160.0,36.0,17.722,90.08090.080,91.198,74.802,19.636,5.0715.071,0.0,196.848196.848
32.32832.328,0.0,32.32832.328,"21,40 21,40 ","5,45 5,45 ",23.556 23.556 ,7.095 7.095 ,17 17 ,3.206,114.0,2.22,7.606,10.09210.092,10.234,20.122,2.182,1.0461.046,0.0,32.32032.320
44.40544.405,2.0,44.40644.406,"23,12 23,12 ","5,91 5,91 ",33.856 33.856 ,10.456 10.456 ,23 23 ,56.0,86.0,690.0,9.614,27.21927.219,16.088,7.85,98.0,44,0.0,44.39344.393
82.66882.668,792.0,83.06483.064,"71,75 71,75 ","23,64 23,64 ",10.807 10.807 ,51.389 51.389 ,8.386 8.386 ,21.112,3.852,490.0,16.238,67.10467.104,3.232,2.152,1228.0,9898,7.006,82.37582.375
52.22852.228,34.0,52.24552.245,"51,44 51,44 ","13,69 13,69 ",16.960 16.960 ,34.984 34.984 ,13 13 ,506.0,70.0,18.0,2.97,40.68040.680,8.434,11.662,38.0,11,0.0,52.24252.242
199.463199.463,2.968,200.947200.947,"37,07 37,07 ","10,35 10,35 ",152.931 152.931 ,36.872 36.872 ,3.086 3.086 ,12.412,3.704,40.0,3.324,164.599164.599,1002.0,532.0,38.0,7272,67.576,200.927200.927
103.580103.580,0.0,103.580103.580,"30,96 30,96 ","8,43 8,43 ",56.311 56.311 ,46.880 46.880 ,328 328 ,10.0,112.0,96.0,9.4,35.82035.820,46.582,52.446,20.482,3.2193.219,0.0,103.542103.542
115.897115.897,4.012,117.903117.903,"61,52 61,52 ","18,31 18,31 ",46.714 46.714 ,55.072 55.072 ,1.000 1.000 ,24.808,5.426,2.792,4.734,59.46859.468,2.622,58.024,19.418,7.3787.378,12.21,116.746116.746
110.057110.057,2.124,111.119111.119,"49,82 49,82 ","15,32 15,32 ",68.769 68.769 ,31.712 31.712 ,1.251 1.251 ,8.518,10.256,818.0,10.666,74.89474.894,1060.0,35.994,9.944,3.1293.129,7.95,111.239111.239
133.182133.182,2.0,133.183133.183,"39,78 39,78 ","9,63 9,63 ",79.936 79.936 ,51.534 51.534 ,118 118 ,408.0,2.782,232.0,8.918,60.33460.334,66.176,61.542,10.29,8888,0.0,134.001134.001
62.61062.610,1316.0,63.26863.268,"32,61 32,61 ","8,31 8,31 ",54.080 54.080 ,5.068 5.068 ,826 826 ,4.492,2.096,44.0,2.116,57.07857.078,22.0,0.0,6.0,00,10.136,63.24063.240
21.09621.096,600.0,21.39621.396,"15,15 15,15 ","4,34 4,34 ",11.104 11.104 ,7.594 7.594 ,368 368 ,32.0,4.628,114.0,202.0,11.92011.920,22.0,0.0,14.0,22,18.568,21.38221.382
33.97033.970,870.0,34.40534.405,"33,55 33,55 ","9,98 9,98 ",18.615 18.615 ,4.474 4.474 ,1.799 1.799 ,13.468,5.566,52.0,240.0,28.60028.600,1310.0,200.0,2.0,33,8.534,33.77233.772
679.717679.717,618.0,680.026680.026,"62,28 62,28 ","19,58 19,58 ",341.997 341.997 ,300.421 300.421 ,10.674 10.674 ,23.272,30.596,2.718,67.278,262.008262.008,217.152,377.8,79.178,22.80122.801,46.362,680.053680.053
82.91682.916,4.0,82.91882.918,"34,99 34,99 ","8,68 8,68 ",26.788 26.788 ,54.594 54.594 ,23 23 ,2.864,162.0,82.0,5.82,41.29841.298,37.828,6.898,66.0,22,35.178,84.23684.236
31.10631.106,1016.0,31.61431.614,"65,20 65,20 ","19,33 19,33 ",19.372 19.372 ,9.663 9.663 ,531 531 ,2.0,4.094,12.0,614.0,33.98733.987,4.0,0.0,0.0,00,214.0,34.40934.409
168.026168.026,62.0,168.057168.057,"41,18 41,18 ","10,20 10,20 ",158.611 158.611 ,8.921 8.921 ,107 107 ,736.0,100.0,32.0,14.944,78.81178.811,91.35,52.81,2.436,7.0827.082,2.61,167.984167.984
3.490.1343.490.134,21.13,3.500.6993.500.699,"62,78 62,78 ","20,37 20,37 ",1.450.203 1.450.203 ,1.807.868 1.807.868 ,143.626 143.626 ,142.512,55.492,2.018,162.708,1.459.4431.459.443,590.914,1632.112,1072.098,199.589199.589,226.714,3.502.3143.502.314
1.362.4981.362.498,13.376,1.369.1861.369.186,"106,53 106,53 ","44,63 44,63 ",342.431 342.431 ,977.916 977.916 ,35.610 35.610 ,7.816,18.642,146.0,18.468,290.291290.291,438.332,890.69,529.61,142.253142.253,0.0,1.371.1671.371.167
34.07834.078,22.0,34.08934.089,"32,86 32,86 ","8,36 8,36 ",27.444 27.444 ,4.415 4.415 ,15 15 ,2.0,4.428,68.0,4.828,14.62414.624,12.224,8.694,72.0,66,13.0,34.07334.073
98.50998.509,24.0,98.52198.521,"31,25 31,25 ","8,35 8,35 ",54.134 54.134 ,40.750 40.750 ,562 562 ,3.892,2.258,140.0,5.936,34.16734.167,48.564,43.774,18.502,4.6304.630,2.07,98.29098.290
98.13798.137,4.854,100.564100.564,"54,90 54,90 ","16,83 16,83 ",58.935 58.935 ,19.591 19.591 ,1.239 1.239 ,28.14,13.458,134.0,8.942,85.59885.598,10.738,8.0,10.0,99,10.02,100.533100.533
97.94697.946,22.0,97.95797.957,"33,81 33,81 ","8,90 8,90 ",56.541 56.541 ,39.715 39.715 ,201 201 ,2.936,64.0,22.0,14.094,38.26838.268,48.132,35.852,13.56,3.8623.862,0.0,97.96097.960
712.979712.979,188.0,713.073713.073,"63,27 63,27 ","19,37 19,37 ",345.141 345.141 ,327.636 327.636 ,13.832 13.832 ,32.71,20.218,162.0,43.558,219.630219.630,205.192,488.582,157.704,34.95034.950,16.22,710.289710.289
199.937199.937,96.0,199.985199.985,"49,20 49,20 ","14,71 14,71 ",104.811 104.811 ,80.376 80.376 ,2.405 2.405 ,24.626,160.0,36.0,16.358,94.45994.459,89.14,68.562,24.024,5.9205.920,0.0,199.439199.439
44.55444.554,0.0,44.55444.554,"29,43 29,43 ","7,49 7,49 ",23.543 23.543 ,7.311 7.311 ,18 18 ,27.25,114.0,2.22,7.136,22.40922.409,10.352,19.454,2.626,1.2431.243,0.0,44.54644.546
45.13245.132,2.0,45.13345.133,"23,43 23,43 ","5,99 5,99 ",33.571 33.571 ,10.856 10.856 ,23 23 ,1280.0,86.0,690.0,6.64,29.31929.319,16.166,7.954,88.0,77,0.0,45.09545.095
82.17782.177,488.0,82.42182.421,"71,04 71,04 ","23,41 23,41 ",12.416 12.416 ,53.587 53.587 ,8.420 8.420 ,14.022,1974.0,488.0,17.594,68.08368.083,4.818,1930.0,1938.0,179179,1396.0,82.34482.344
51.93151.931,34.0,51.94851.948,"50,98 50,98 ","13,57 13,57 ",16.663 16.663 ,34.984 34.984 ,13 13 ,506.0,70.0,18.0,2.768,40.67940.679,8.396,11.28,40.0,1515,0.0,51.94551.945
199.468199.468,2.968,200.952200.952,"36,97 36,97 ","10,32 10,32 ",152.938 152.938 ,36.872 36.872 ,3.084 3.084 ,12.412,3.704,40.0,3.316,164.596164.596,1030.0,532.0,34.0,7272,67.576,200.932200.932
106.147106.147,0.0,106.147106.147,"31,63 31,63 ","8,62 8,62 ",57.265 57.265 ,47.923 47.923 ,512 512 ,782.0,112.0,96.0,12.184,39.48939.489,47.138,47.494,23.776,3.8663.866,0.0,108.699108.699
113.842113.842,4.012,115.848115.848,"60,24 60,24 ","17,93 17,93 ",46.633 46.633 ,52.855 52.855 ,998 998 ,25.298,5.426,2.792,4.816,56.03556.035,2.628,52.834,24.884,8.5518.551,12.21,114.668114.668
111.176111.176,2.118,112.235112.235,"50,15 50,15 ","15,43 15,43 ",68.667 68.667 ,32.795 32.795 ,1.252 1.252 ,8.792,10.25,818.0,10.596,75.05675.056,1046.0,32.96,13.326,3.7253.725,7.95,112.129112.129
134.166134.166,2.0,134.167134.167,"39,94 39,94 ","9,67 9,67 ",78.386 78.386 ,53.478 53.478 ,678 678 ,468.0,2.782,232.0,7.98,61.76361.763,66.57,56.862,14.478,182182,0.0,135.006135.006
63.44363.443,1316.0,64.10164.101,"32,95 32,95 ","8,39 8,39 ",54.080 54.080 ,5.068 5.068 ,826 826 ,6.158,2.096,44.0,2.756,57.59157.591,22.0,0.0,6.0,00,10.136,64.07364.073
21.16821.168,600.0,21.46821.468,"15,15 15,15 ","4,34 4,34 ",11.104 11.104 ,7.666 7.666 ,368 368 ,32.0,4.628,114.0,202.0,11.99211.992,22.0,0.0,14.0,22,18.568,21.45421.454
33.97033.970,870.0,34.40534.405,"33,33 33,33 ","9,92 9,92 ",18.615 18.615 ,4.474 4.474 ,585 585 ,13.468,7.994,52.0,240.0,28.60028.600,1310.0,200.0,2.0,33,8.534,33.77233.772
684.243684.243,618.0,684.552684.552,"62,57 62,57 ","19,68 19,68 ",337.934 337.934 ,304.349 304.349 ,11.354 11.354 ,31.602,30.228,1488.0,68.534,262.603262.603,224.286,351.08,101.05,26.51226.512,44.514,684.591684.591
83.77383.773,4.0,83.77583.775,"35,26 35,26 ","8,75 8,75 ",26.074 26.074 ,55.935 55.935 ,23 23 ,3.324,162.0,82.0,5.434,41.36241.362,37.442,6.556,62.0,3131,35.178,83.77083.770
44.19944.199,1016.0,44.70744.707,"91,61 91,61 ","27,16 27,16 ",19.372 19.372 ,22.756 22.756 ,531 531 ,2.0,4.094,12.0,376.0,40.91240.912,4.434,150.0,0.0,00,214.0,43.50543.505
169.926169.926,62.0,169.957169.957,"41,51 41,51 ","10,28 10,28 ",160.315 160.315 ,8.965 8.965 ,110 110 ,504.0,630.0,32.0,13.47,79.89979.899,89.936,54.118,2.168,8.7848.784,2.61,169.850169.850
3.599.7143.599.714,21.126,3.610.2773.610.277,"64,44 64,44 ","20,96 20,96 ",1.435.856 1.435.856 ,1.929.273 1.929.273 ,156.382 156.382 ,124.636,52.896,1982.0,160.918,1.445.7331.445.733,381.61,1272.18,1795.928,237.248237.248,240.928,3.609.7543.609.754
1.385.8041.385.804,13.372,1.392.4901.392.490,"108,45 108,45 ","45,38 45,38 ",334.353 334.353 ,1.009.252 1.009.252 ,35.694 35.694 ,7.744,18.638,146.0,16.986,287.919287.919,294.506,741.354,830.04,165.055165.055,0.0,1.394.4901.394.490
34.21534.215,22.0,34.22634.226,"32,92 32,92 ","8,37 8,37 ",27.553 27.553 ,4.443 4.443 ,15 15 ,2.0,4.428,68.0,3.988,18.47518.475,12.716,10.64,68.0,77,4.302,34.37334.373
102.021102.021,24.0,102.033102.033,"32,28 32,28 ","8,63 8,63 ",53.927 53.927 ,42.359 42.359 ,1.990 1.990 ,5.256,2.258,140.0,7.006,38.72938.729,49.832,40.67,22.17,5.6675.667,2.07,105.340105.340
101.310101.310,4.852,103.736103.736,"56,39 56,39 ","17,29 17,29 ",58.887 58.887 ,23.065 23.065 ,1.239 1.239 ,27.634,13.456,134.0,7.902,91.09691.096,12.324,1062.0,1246.0,164164,0.0,102.594102.594
99.44599.445,22.0,99.45699.456,"34,25 34,25 ","9,02 9,02 ",56.444 56.444 ,41.300 41.300 ,212 212 ,2.936,64.0,22.0,13.508,38.36438.364,49.906,33.202,16.714,4.4194.419,0.0,99.45999.459
725.764725.764,188.0,725.858725.858,"64,24 64,24 ","19,67 19,67 ",337.620 337.620 ,342.401 342.401 ,15.785 15.785 ,38.426,21.678,162.0,49.534,224.471224.471,192.744,443.968,218.666,39.85439.854,12.98,723.352723.352
204.560204.560,96.0,204.608204.608,"50,22 50,22 ","15,02 15,02 ",103.318 103.318 ,83.714 83.714 ,2.403 2.403 ,30.186,160.0,36.0,18.096,96.09596.095,91.302,62.706,30.222,6.7866.786,0.0,204.062204.062
44.86544.865,0.0,44.86544.865,"29,58 29,58 ","7,53 7,53 ",22.777 22.777 ,7.589 7.589 ,817 817 ,27.25,114.0,2.22,6.73,22.62422.624,10.518,18.672,3.458,1.4341.434,0.0,44.85744.857
44.93444.934,2.0,44.93544.935,"23,26 23,26 ","5,95 5,95 ",33.363 33.363 ,10.856 10.856 ,32 32 ,1282.0,86.0,690.0,6.04,29.04829.048,15.512,8.132,78.0,623623,0.0,44.89744.897
83.18083.180,488.0,83.42483.424,"71,75 71,75 ","23,64 23,64 ",12.415 12.415 ,54.574 54.574 ,8.437 8.437 ,14.022,1974.0,484.0,16.834,68.50768.507,6.306,1840.0,2.378,216216,1396.0,83.34283.342
51.85551.855,34.0,51.87251.872,"50,73 50,73 ","13,51 13,51 ",16.587 16.587 ,34.984 34.984 ,13 13 ,506.0,70.0,18.0,2.582,40.64740.647,8.276,10.85,40.0,339339,0.0,51.86951.869
205.545205.545,2.968,207.029207.029,"37,99 37,99 ","10,60 10,60 ",151.033 151.033 ,40.205 40.205 ,5.744 5.744 ,16.39,3.704,40.0,3.05,199.297199.297,4.952,9.454,54.0,129129,0.0,208.201208.201
108.042108.042,0.0,108.042108.042,"32,10 32,10 ","8,74 8,74 ",56.290 56.290 ,50.793 50.793 ,512 512 ,782.0,112.0,96.0,11.498,39.61739.617,49.494,42.424,29.348,4.5474.547,0.0,110.594110.594
114.713114.713,4.01,116.718116.718,"60,49 60,49 ","18,01 18,01 ",46.602 46.602 ,54.129 54.129 ,998 998 ,24.554,5.424,2.792,4.488,55.82255.822,3.294,47.57,30.436,9.7189.718,12.21,115.935115.935
112.433112.433,2.118,113.492113.492,"50,54 50,54 ","15,55 15,55 ",68.590 68.590 ,33.474 33.474 ,1.252 1.252 ,10.102,10.25,818.0,10.442,75.92975.929,1024.0,29.824,16.94,4.3324.332,7.438,113.504113.504
132.882132.882,2.0,132.883132.883,"39,43 39,43 ","9,55 9,55 ",76.600 76.600 ,53.980 53.980 ,678 678 ,468.0,2.782,232.0,7.442,61.79561.795,65.564,51.164,18.448,502502,0.0,133.722133.722
63.82363.823,1316.0,64.48164.481,"33,05 33,05 ","8,42 8,42 ",54.025 54.025 ,5.838 5.838 ,826 826 ,5.488,2.096,44.0,2.652,62.52562.525,360.0,624.0,6.0,11,0.0,64.36964.369
74.12174.121,600.0,74.42174.421,"52,35 52,35 ","14,98 14,98 ",11.096 11.096 ,7.784 7.784 ,368 368 ,105.718,4.628,114.0,218.0,19.17019.170,105.88,238.0,126.0,22,3.804,74.36274.362
33.56533.565,868.0,33.99933.999,"32,73 32,73 ","9,74 9,74 ",18.606 18.606 ,4.574 4.574 ,585 585 ,12.476,7.992,52.0,232.0,32.81532.815,1556.0,412.0,2.0,33,0.0,33.94533.945
694.883694.883,434.0,695.100695.100,"63,41 63,41 ","19,94 19,94 ",339.126 339.126 ,312.866 312.866 ,11.749 11.749 ,32.674,30.044,934.0,73.572,269.211269.211,231.814,325.09,124.958,31.26631.266,27.822,692.572692.572
86.35886.358,4.0,86.36086.360,"36,25 36,25 ","9,00 9,00 ",25.805 25.805 ,58.789 58.789 ,23 23 ,3.324,162.0,82.0,5.1,60.26060.260,38.232,7.612,128.0,265265,0.0,86.10286.102
45.05645.056,1016.0,45.56445.564,"92,77 92,77 ","27,51 27,51 ",19.365 19.365 ,22.649 22.649 ,1.502 1.502 ,2.0,4.094,12.0,374.0,41.56941.569,4.54,462.0,48.0,1313,0.0,44.30044.300
171.135171.135,62.0,171.166171.166,"41,68 41,68 ","10,33 10,33 ",161.209 161.209 ,9.280 9.280 ,110 110 ,504.0,630.0,32.0,11.986,81.55981.559,86.564,54.124,1882.0,12.18712.187,0.0,171.040171.040
3.626.5023.626.502,20.208,3.636.6063.636.606,"64,60 64,60 ","21,06 21,06 ",1.305.576 1.305.576 ,1.949.637 1.949.637 ,296.102 296.102 ,130.954,39.628,269.346,147.522,1.422.4631.422.463,388.852,1155.358,1898.186,265.386265.386,38.25,3.636.6063.636.606
1.385.5771.385.577,6.886,1.389.0201.389.020,"108,27 108,27 ","45,25 45,25 ",328.253 328.253 ,1.019.490 1.019.490 ,33.042 33.042 ,7.956,8.514,148.0,14.776,283.281283.281,286.618,660.992,875.324,186.810186.810,0.0,1.389.0201.389.020
33.57433.574,18.0,33.58333.583,"32,23 32,23 ","8,20 8,20 ",26.912 26.912 ,4.443 4.443 ,16 16 ,0.0,4.424,68.0,3.338,17.95517.955,12.85,10.922,58.0,77,4.006,33.58333.583
103.257103.257,26.0,103.270103.270,"32,59 32,59 ","8,71 8,71 ",53.409 53.409 ,43.555 43.555 ,1.940 1.940 ,6.472,2.26,138.0,6.81,36.43736.437,51.266,37.93,24.786,6.3686.368,0.0,103.270103.270
77.20477.204,3.036,78.72278.722,"42,61 42,61 ","13,06 13,06 ",37.215 37.215 ,23.065 23.065 ,952 952 ,28.886,6.094,132.0,7.834,66.06166.061,12.43,1062.0,1246.0,165165,2.288,78.72278.722
100.591100.591,20.0,100.601100.601,"34,57 34,57 ","9,10 9,10 ",55.842 55.842 ,42.418 42.418 ,796 796 ,3.03,60.0,20.0,12.876,37.37637.376,53.124,30.996,19.376,5.0295.029,0.0,100.601100.601
737.234737.234,210.0,737.339737.339,"65,09 65,09 ","19,93 19,93 ",328.854 328.854 ,355.716 355.716 ,17.675 17.675 ,43.702,26.486,162.0,48.204,228.475228.475,194.554,403.278,256.106,48.80948.809,17.806,737.339737.339
222.003222.003,88.0,222.047222.047,"54,37 54,37 ","16,26 16,26 ",101.168 101.168 ,86.198 86.198 ,4.853 4.853 ,30.944,28.712,36.0,17.538,94.78094.780,100.054,58.004,36.292,7.6127.612,27.386,222.047222.047
45.20445.204,0.0,45.20445.204,"29,74 29,74 ","7,57 7,57 ",22.619 22.619 ,7.880 7.880 ,887 887 ,27.522,114.0,2.22,6.148,22.96222.962,10.57,18.054,4.184,1.6541.654,0.0,45.20445.204
90.13290.132,2.0,90.13390.133,"46,53 46,53 ","11,90 11,90 ",33.248 33.248 ,12.484 12.484 ,153 153 ,1280.0,87.216,54.0,5.606,30.72730.727,15.622,8.042,60.0,1.1411.141,87.146,90.13390.133
85.36885.368,536.0,85.63685.636,"73,49 73,49 ","24,22 24,22 ",18.832 18.832 ,55.337 55.337 ,2.685 2.685 ,15.544,2.02,482.0,15.454,70.50870.508,7.322,1956.0,2.656,270270,1846.0,85.63685.636
51.63351.633,36.0,51.65151.651,"50,35 50,35 ","13,40 13,40 ",16.367 16.367 ,34.984 34.984 ,12 12 ,504.0,72.0,18.0,2.328,40.28540.285,8.176,10.432,34.0,869869,6.0,51.65151.651
204.982204.982,2.644,206.304206.304,"37,76 37,76 ","10,54 10,54 ",148.524 148.524 ,40.205 40.205 ,5.665 5.665 ,20.726,3.094,40.0,2.926,197.450197.450,4.988,9.452,38.0,132132,0.0,206.304206.304
116.273116.273,0.0,116.273116.273,"34,45 34,45 ","9,38 9,38 ",55.500 55.500 ,53.673 53.673 ,465 465 ,852.0,12.418,94.0,11.962,43.26743.267,52.038,38.452,33.132,5.1675.167,0.0,116.273116.273
112.309112.309,4.112,114.365114.365,"59,07 59,07 ","17,58 17,58 ",40.747 40.747 ,55.634 55.634 ,3.115 3.115 ,24.85,4.888,2.656,6.088,52.31352.313,3.562,42.904,34.27,11.02511.025,12.574,114.365114.365
115.922115.922,1830.0,116.837116.837,"51,86 51,86 ","15,95 15,95 ",68.377 68.377 ,34.292 34.292 ,1.299 1.299 ,16.074,9.664,768.0,2.45,83.41283.412,1286.0,26.88,19.138,5.0705.070,6.188,116.837116.837
134.577134.577,2.0,134.578134.578,"39,80 39,80 ","9,64 9,64 ",74.295 74.295 ,57.539 57.539 ,638 638 ,506.0,3.706,98.0,7.318,58.49258.492,72.73,45.82,21.722,2.2422.242,0.0,134.578134.578
61.83461.834,1128.0,62.39862.398,"31,90 31,90 ","8,13 8,13 ",51.660 51.660 ,5.838 5.838 ,806 806 ,5.766,2.422,44.0,2.93,59.81159.811,360.0,624.0,2.0,11,1212.0,62.39862.398
96.04096.040,582.0,96.33196.331,"67,55 67,55 ","19,33 19,33 ",11.108 11.108 ,7.784 7.784 ,378 378 ,106.194,47.928,114.0,218.0,19.16419.164,106.366,238.0,124.0,22,47.27,96.33196.331
24.44324.443,650.0,24.76824.768,"23,69 23,69 ","7,05 7,05 ",10.659 10.659 ,4.615 4.615 ,382 382 ,12.756,5.468,50.0,230.0,23.10723.107,1558.0,412.0,2.0,44,1062.0,24.76824.768
720.161720.161,458.0,720.390720.390,"65,59 65,59 ","20,62 20,62 ",335.519 335.519 ,322.782 322.782 ,14.387 14.387 ,37.41,57.994,670.0,62.794,276.301276.301,242.018,304.078,148.864,36.42736.427,56.9,720.390720.390
89.33389.333,4.0,89.33589.335,"37,40 37,40 ","9,28 9,28 ",25.339 25.339 ,61.243 61.243 ,23 23 ,5.298,162.0,78.0,6.5,61.34761.347,40.254,7.372,154.0,483483,652.0,89.33589.335
45.71645.716,1088.0,46.26046.260,"93,59 93,59 ","27,75 27,75 ",19.789 19.789 ,23.349 23.349 ,1.623 1.623 ,0.0,2.998,12.0,54.0,29.91929.919,12.646,19.788,48.0,6767,0.0,46.26046.260
171.972171.972,64.0,172.004172.004,"41,76 41,76 ","10,34 10,34 ",159.215 159.215 ,11.670 11.670 ,119 119 ,1372.0,628.0,32.0,10.488,82.08982.089,85.532,52.222,1694.0,14.83914.839,184.0,172.004172.004
3.736.5633.736.563,20.208,3.746.6673.746.667,"66,24 66,24 ","21,64 21,64 ",1.304.507 1.304.507 ,2.020.730 2.020.730 ,336.362 336.362 ,129.734,40.402,325.026,144.592,1.429.9641.429.964,405.022,1152.856,1153.718,705.769705.769,12.738,3.732.7093.732.709
1.396.1571.396.157,6.886,1.399.6001.399.600,"109,20 109,20 ","45,58 45,58 ",328.246 328.246 ,1.030.814 1.030.814 ,32.281 32.281 ,7.956,8.562,148.0,14.834,283.787283.787,262.014,660.244,731.426,283.463283.463,0.0,1.401.5831.401.583
33.61333.613,18.0,33.62233.622,"32,19 32,19 ","8,19 8,19 ",26.912 26.912 ,4.443 4.443 ,16 16 ,0.0,4.502,68.0,3.416,18.76118.761,12.886,11.212,58.0,77,4.302,34.73934.739
103.664103.664,26.0,103.677103.677,"32,64 32,64 ","8,72 8,72 ",53.409 53.409 ,43.555 43.555 ,1.951 1.951 ,7.256,2.268,138.0,7.602,38.71938.719,51.264,37.93,24.786,6.3686.368,2.07,106.982106.982
78.26078.260,3.036,79.77879.778,"43,00 43,00 ","13,18 13,18 ",37.302 37.302 ,23.065 23.065 ,1.923 1.923 ,28.886,6.09,132.0,7.876,71.07771.077,13.142,1574.0,148.0,165165,0.0,82.67882.678
102.477102.477,20.0,102.487102.487,"35,13 35,13 ","9,25 9,25 ",55.842 55.842 ,43.444 43.444 ,1.615 1.615 ,3.056,116.0,20.0,12.94,38.40238.402,53.124,30.996,19.376,5.0295.029,0.0,101.659101.659
744.010744.010,210.0,744.115744.115,"65,52 65,52 ","20,06 20,06 ",323.272 323.272 ,363.959 363.959 ,19.902 19.902 ,49.23,24.734,162.0,40.806,242.769242.769,193.994,401.362,255.93,50.71650.716,13.612,746.418746.418
232.403232.403,88.0,232.447232.447,"56,79 56,79 ","16,98 16,98 ",100.999 100.999 ,90.253 90.253 ,12.723 12.723 ,32.462,24.482,36.0,18.434,107.013107.013,100.136,57.914,36.292,7.6197.619,24.284,233.180233.180
45.21145.211,0.0,45.21145.211,"29,68 29,68 ","7,55 7,55 ",22.570 22.570 ,7.878 7.878 ,940 940 ,27.522,124.0,2.22,6.046,23.08523.085,10.602,18.054,4.198,1.6541.654,0.0,45.29945.299
90.14690.146,2.0,90.14790.147,"46,41 46,41 ","11,87 11,87 ",33.248 33.248 ,12.484 12.484 ,153 153 ,1280.0,87.244,54.0,5.634,30.72730.727,15.622,8.042,60.0,1.1411.141,74.324,83.73683.736
