año,trimestre,provincia,banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
2018,4,Chaco,103.257,13.0,103.270,"32,59 ","8,71 ",53.409 ,43.555 ,1.940 ,3.236,1.13,69.0,3.405,36.437,25.633,18.965,12.393,6.368,0.0,103.270
2018,4,Chubut,77.204,1.518,78.722,"42,61 ","13,06 ",37.215 ,23.065 ,952 ,14.443,3.047,66.0,3.917,66.061,6.215,531.0,623.0,165,1.144,78.722
2018,4,Chubut,77.204,1.518,78.722,"42,61 ","13,06 ",37.215 ,23.065 ,952 ,14.443,3.047,66.0,3.917,66.061,6.215,531.0,623.0,165,1.144,78.722
2018,4,Corrientes,100.591,10.0,100.601,"34,57 ","9,10 ",55.842 ,42.418 ,796 ,1.515,30.0,10.0,6.438,37.376,26.562,15.498,9.688,5.029,0.0,100.601
2018,4,Corrientes,100.591,10.0,100.601,"34,57 ","9,10 ",55.842 ,42.418 ,796 ,1.515,30.0,10.0,6.438,37.376,26.562,15.498,9.688,5.029,0.0,100.601
2018,4,Córdoba,737.234,105.0,737.339,"65,09 ","19,93 ",328.854 ,355.716 ,17.675 ,21.851,13.243,81.0,24.102,228.475,97.277,201.639,128.053,48.809,8.903,737.339
2018,4,Córdoba,737.234,105.0,737.339,"65,09 ","19,93 ",328.854 ,355.716 ,17.675 ,21.851,13.243,81.0,24.102,228.475,97.277,201.639,128.053,48.809,8.903,737.339
2018,4,Entre Ríos,222.003,44.0,222.047,"54,37 ","16,26 ",101.168 ,86.198 ,4.853 ,15.472,14.356,18.0,8.769,94.780,50.027,29.002,18.146,7.612,13.693,222.047
2018,4,Entre Ríos,222.003,44.0,222.047,"54,37 ","16,26 ",101.168 ,86.198 ,4.853 ,15.472,14.356,18.0,8.769,94.780,50.027,29.002,18.146,7.612,13.693,222.047
2018,4,Formosa,45.204,0.0,45.204,"29,74 ","7,57 ",22.619 ,7.880 ,887 ,13.761,57.0,1.11,3.074,22.962,5.285,9.027,2.092,1.654,0.0,45.204
2018,4,Formosa,45.204,0.0,45.204,"29,74 ","7,57 ",22.619 ,7.880 ,887 ,13.761,57.0,1.11,3.074,22.962,5.285,9.027,2.092,1.654,0.0,45.204
2018,4,Jujuy,90.132,1.0,90.133,"46,53 ","11,90 ",33.248 ,12.484 ,153 ,640.0,43.608,27.0,2.803,30.727,7.811,4.021,30.0,1.141,43.573,90.133
2018,4,Jujuy,90.132,1.0,90.133,"46,53 ","11,90 ",33.248 ,12.484 ,153 ,640.0,43.608,27.0,2.803,30.727,7.811,4.021,30.0,1.141,43.573,90.133
2018,4,La Pampa,85.368,268.0,85.636,"73,49 ","24,22 ",18.832 ,55.337 ,2.685 ,7.772,1.01,241.0,7.727,70.508,3.661,978.0,1.328,270,923.0,85.636
2018,4,La Pampa,85.368,268.0,85.636,"73,49 ","24,22 ",18.832 ,55.337 ,2.685 ,7.772,1.01,241.0,7.727,70.508,3.661,978.0,1.328,270,923.0,85.636
2018,4,La Rioja,51.633,18.0,51.651,"50,35 ","13,40 ",16.367 ,34.984 ,12 ,252.0,36.0,9.0,1.164,40.285,4.088,5.216,17.0,869,3.0,51.651
2018,4,La Rioja,51.633,18.0,51.651,"50,35 ","13,40 ",16.367 ,34.984 ,12 ,252.0,36.0,9.0,1.164,40.285,4.088,5.216,17.0,869,3.0,51.651
2018,4,Mendoza,204.982,1.322,206.304,"37,76 ","10,54 ",148.524 ,40.205 ,5.665 ,10.363,1.547,20.0,1.463,197.450,2.494,4.726,19.0,132,0.0,206.304
2018,4,Mendoza,204.982,1.322,206.304,"37,76 ","10,54 ",148.524 ,40.205 ,5.665 ,10.363,1.547,20.0,1.463,197.450,2.494,4.726,19.0,132,0.0,206.304
2018,4,Misiones,116.273,0.0,116.273,"34,45 ","9,38 ",55.500 ,53.673 ,465 ,426.0,6.209,47.0,5.981,43.267,26.019,19.226,16.566,5.167,0.0,116.273
2018,4,Misiones,116.273,0.0,116.273,"34,45 ","9,38 ",55.500 ,53.673 ,465 ,426.0,6.209,47.0,5.981,43.267,26.019,19.226,16.566,5.167,0.0,116.273
2018,4,Neuquén,112.309,2.056,114.365,"59,07 ","17,58 ",40.747 ,55.634 ,3.115 ,12.425,2.444,1.328,3.044,52.313,1.781,21.452,17.135,11.025,6.287,114.365
2018,4,Neuquén,112.309,2.056,114.365,"59,07 ","17,58 ",40.747 ,55.634 ,3.115 ,12.425,2.444,1.328,3.044,52.313,1.781,21.452,17.135,11.025,6.287,114.365
2018,4,Río Negro,115.922,915.0,116.837,"51,86 ","15,95 ",68.377 ,34.292 ,1.299 ,8.037,4.832,384.0,1.225,83.412,643.0,13.44,9.569,5.070,3.094,116.837
2018,4,Río Negro,115.922,915.0,116.837,"51,86 ","15,95 ",68.377 ,34.292 ,1.299 ,8.037,4.832,384.0,1.225,83.412,643.0,13.44,9.569,5.070,3.094,116.837
2018,4,Salta,134.577,1.0,134.578,"39,80 ","9,64 ",74.295 ,57.539 ,638 ,253.0,1.853,49.0,3.659,58.492,36.365,22.91,10.861,2.242,0.0,134.578
2018,4,Salta,134.577,1.0,134.578,"39,80 ","9,64 ",74.295 ,57.539 ,638 ,253.0,1.853,49.0,3.659,58.492,36.365,22.91,10.861,2.242,0.0,134.578
2018,4,San Juan,61.834,564.0,62.398,"31,90 ","8,13 ",51.660 ,5.838 ,806 ,2.883,1.211,22.0,1.465,59.811,180.0,312.0,1.0,1,606.0,62.398
2018,4,San Juan,61.834,564.0,62.398,"31,90 ","8,13 ",51.660 ,5.838 ,806 ,2.883,1.211,22.0,1.465,59.811,180.0,312.0,1.0,1,606.0,62.398
2018,4,San Luis,96.040,291.0,96.331,"67,55 ","19,33 ",11.108 ,7.784 ,378 ,53.097,23.964,57.0,109.0,19.164,53.183,119.0,62.0,2,23.635,96.331
2018,4,San Luis,96.040,291.0,96.331,"67,55 ","19,33 ",11.108 ,7.784 ,378 ,53.097,23.964,57.0,109.0,19.164,53.183,119.0,62.0,2,23.635,96.331
2018,4,Santa Cruz,24.443,325.0,24.768,"23,69 ","7,05 ",10.659 ,4.615 ,382 ,6.378,2.734,25.0,115.0,23.107,779.0,206.0,1.0,4,531.0,24.768
2018,4,Santa Cruz,24.443,325.0,24.768,"23,69 ","7,05 ",10.659 ,4.615 ,382 ,6.378,2.734,25.0,115.0,23.107,779.0,206.0,1.0,4,531.0,24.768
2018,4,Santa Fe,720.161,229.0,720.390,"65,59 ","20,62 ",335.519 ,322.782 ,14.387 ,18.705,28.997,335.0,31.397,276.301,121.009,152.039,74.432,36.427,28.45,720.390
2018,4,Santa Fe,720.161,229.0,720.390,"65,59 ","20,62 ",335.519 ,322.782 ,14.387 ,18.705,28.997,335.0,31.397,276.301,121.009,152.039,74.432,36.427,28.45,720.390
2018,4,Santiago Del Estero,89.333,2.0,89.335,"37,40 ","9,28 ",25.339 ,61.243 ,23 ,2.649,81.0,39.0,3.25,61.347,20.127,3.686,77.0,483,326.0,89.335
2018,4,Santiago Del Estero,89.333,2.0,89.335,"37,40 ","9,28 ",25.339 ,61.243 ,23 ,2.649,81.0,39.0,3.25,61.347,20.127,3.686,77.0,483,326.0,89.335
2018,4,Tierra Del Fuego,45.716,544.0,46.260,"93,59 ","27,75 ",19.789 ,23.349 ,1.623 ,0.0,1.499,6.0,27.0,29.919,6.323,9.894,24.0,67,0.0,46.260
2018,4,Tierra Del Fuego,45.716,544.0,46.260,"93,59 ","27,75 ",19.789 ,23.349 ,1.623 ,0.0,1.499,6.0,27.0,29.919,6.323,9.894,24.0,67,0.0,46.260
2018,4,Tucumán,171.972,32.0,172.004,"41,76 ","10,34 ",159.215 ,11.670 ,119 ,686.0,314.0,16.0,5.244,82.089,42.766,26.111,847.0,14.839,92.0,172.004
2018,4,Tucumán,171.972,32.0,172.004,"41,76 ","10,34 ",159.215 ,11.670 ,119 ,686.0,314.0,16.0,5.244,82.089,42.766,26.111,847.0,14.839,92.0,172.004
2019,1,Buenos Aires,3.736.563,10.104,3.746.667,"66,24 ","21,64 ",1.304.507 ,2.020.730 ,336.362 ,64.867,20.201,162.513,72.296,1.429.964,202.511,576.428,576.859,705.769,6.369,3.732.709
2019,1,Buenos Aires,3.736.563,10.104,3.746.667,"66,24 ","21,64 ",1.304.507 ,2.020.730 ,336.362 ,64.867,20.201,162.513,72.296,1.429.964,202.511,576.428,576.859,705.769,6.369,3.732.709
2019,1,Capital Federal,1.396.157,3.443,1.399.600,"109,20 ","45,58 ",328.246 ,1.030.814 ,32.281 ,3.978,4.281,74.0,7.417,283.787,131.007,330.122,365.713,283.463,0.0,1.401.583
2019,1,Capital Federal,1.396.157,3.443,1.399.600,"109,20 ","45,58 ",328.246 ,1.030.814 ,32.281 ,3.978,4.281,74.0,7.417,283.787,131.007,330.122,365.713,283.463,0.0,1.401.583
2019,1,Catamarca,33.613,9.0,33.622,"32,19 ","8,19 ",26.912 ,4.443 ,16 ,0.0,2.251,34.0,1.708,18.761,6.443,5.606,29.0,7,2.151,34.739
2019,1,Catamarca,33.613,9.0,33.622,"32,19 ","8,19 ",26.912 ,4.443 ,16 ,0.0,2.251,34.0,1.708,18.761,6.443,5.606,29.0,7,2.151,34.739
2019,1,Chaco,103.664,13.0,103.677,"32,64 ","8,72 ",53.409 ,43.555 ,1.951 ,3.628,1.134,69.0,3.801,38.719,25.632,18.965,12.393,6.368,1.035,106.982
2019,1,Chaco,103.664,13.0,103.677,"32,64 ","8,72 ",53.409 ,43.555 ,1.951 ,3.628,1.134,69.0,3.801,38.719,25.632,18.965,12.393,6.368,1.035,106.982
2019,1,Chubut,78.260,1.518,79.778,"43,00 ","13,18 ",37.302 ,23.065 ,1.923 ,14.443,3.045,66.0,3.938,71.077,6.571,787.0,74.0,165,0.0,82.678
2019,1,Chubut,78.260,1.518,79.778,"43,00 ","13,18 ",37.302 ,23.065 ,1.923 ,14.443,3.045,66.0,3.938,71.077,6.571,787.0,74.0,165,0.0,82.678
2019,1,Corrientes,102.477,10.0,102.487,"35,13 ","9,25 ",55.842 ,43.444 ,1.615 ,1.528,58.0,10.0,6.47,38.402,26.562,15.498,9.688,5.029,0.0,101.659
2019,1,Corrientes,102.477,10.0,102.487,"35,13 ","9,25 ",55.842 ,43.444 ,1.615 ,1.528,58.0,10.0,6.47,38.402,26.562,15.498,9.688,5.029,0.0,101.659
2019,1,Córdoba,744.010,105.0,744.115,"65,52 ","20,06 ",323.272 ,363.959 ,19.902 ,24.615,12.367,81.0,20.403,242.769,96.997,200.681,127.965,50.716,6.806,746.418
2019,1,Córdoba,744.010,105.0,744.115,"65,52 ","20,06 ",323.272 ,363.959 ,19.902 ,24.615,12.367,81.0,20.403,242.769,96.997,200.681,127.965,50.716,6.806,746.418
2019,1,Entre Ríos,232.403,44.0,232.447,"56,79 ","16,98 ",100.999 ,90.253 ,12.723 ,16.231,12.241,18.0,9.217,107.013,50.068,28.957,18.146,7.619,12.142,233.180
2019,1,Entre Ríos,232.403,44.0,232.447,"56,79 ","16,98 ",100.999 ,90.253 ,12.723 ,16.231,12.241,18.0,9.217,107.013,50.068,28.957,18.146,7.619,12.142,233.180
2019,1,Formosa,45.211,0.0,45.211,"29,68 ","7,55 ",22.570 ,7.878 ,940 ,13.761,62.0,1.11,3.023,23.085,5.301,9.027,2.099,1.654,0.0,45.299
2019,1,Formosa,45.211,0.0,45.211,"29,68 ","7,55 ",22.570 ,7.878 ,940 ,13.761,62.0,1.11,3.023,23.085,5.301,9.027,2.099,1.654,0.0,45.299
2019,1,Jujuy,90.146,1.0,90.147,"46,41 ","11,87 ",33.248 ,12.484 ,153 ,640.0,43.622,27.0,2.817,30.727,7.811,4.021,30.0,1.141,37.162,83.736
2019,1,Jujuy,90.146,1.0,90.147,"46,41 ","11,87 ",33.248 ,12.484 ,153 ,640.0,43.622,27.0,2.817,30.727,7.811,4.021,30.0,1.141,37.162,83.736
2019,1,La Pampa,88.892,268.0,89.160,"76,35 ","25,16 ",18.832 ,57.373 ,2.891 ,9.023,1.041,236.0,8.327,70.538,4.466,1.061,1.354,405,698.0,87.085
2019,1,La Pampa,88.892,268.0,89.160,"76,35 ","25,16 ",18.832 ,57.373 ,2.891 ,9.023,1.041,236.0,8.327,70.538,4.466,1.061,1.354,405,698.0,87.085
2019,1,La Rioja,51.638,18.0,51.656,"50,18 ","13,36 ",16.367 ,34.984 ,12 ,252.0,41.0,9.0,1.169,40.285,4.088,5.216,17.0,869,0.0,51.653
2019,1,La Rioja,51.638,18.0,51.656,"50,18 ","13,36 ",16.367 ,34.984 ,12 ,252.0,41.0,9.0,1.169,40.285,4.088,5.216,17.0,869,0.0,51.653
2019,1,Mendoza,204.976,1.322,206.298,"37,66 ","10,51 ",148.524 ,40.205 ,5.662 ,10.363,1.544,20.0,1.786,205.383,2.837,5.702,111.0,140,0.0,215.979
2019,1,Mendoza,204.976,1.322,206.298,"37,66 ","10,51 ",148.524 ,40.205 ,5.662 ,10.363,1.544,20.0,1.786,205.383,2.837,5.702,111.0,140,0.0,215.979
2019,1,Misiones,122.720,0.0,122.720,"36,26 ","9,88 ",54.898 ,59.214 ,465 ,426.0,7.717,47.0,5.946,45.266,25.89,19.111,16.552,5.167,7.654,125.633
2019,1,Misiones,122.720,0.0,122.720,"36,26 ","9,88 ",54.898 ,59.214 ,465 ,426.0,7.717,47.0,5.946,45.266,25.89,19.111,16.552,5.167,7.654,125.633
2019,1,Neuquén,112.321,2.056,114.377,"58,88 ","17,53 ",40.747 ,55.634 ,3.114 ,12.51,2.372,1.328,3.055,52.360,1.781,21.452,17.135,11.026,6.105,114.242
2019,1,Neuquén,112.321,2.056,114.377,"58,88 ","17,53 ",40.747 ,55.634 ,3.114 ,12.51,2.372,1.328,3.055,52.360,1.781,21.452,17.135,11.026,6.105,114.242
2019,1,Río Negro,120.173,915.0,121.088,"53,57 ","16,48 ",68.377 ,34.124 ,3.994 ,9.736,4.857,384.0,1.583,84.845,2.037,13.615,9.567,5.076,3.719,120.826
2019,1,Río Negro,120.173,915.0,121.088,"53,57 ","16,48 ",68.377 ,34.124 ,3.994 ,9.736,4.857,384.0,1.583,84.845,2.037,13.615,9.567,5.076,3.719,120.826
2019,1,Salta,136.019,1.0,136.020,"40,10 ","9,71 ",74.426 ,57.933 ,647 ,1.135,1.879,49.0,4.232,59.244,36.473,22.91,10.861,2.242,1.0,136.012
2019,1,Salta,136.019,1.0,136.020,"40,10 ","9,71 ",74.426 ,57.933 ,647 ,1.135,1.879,49.0,4.232,59.244,36.473,22.91,10.861,2.242,1.0,136.012
2019,1,San Juan,61.881,564.0,62.445,"31,83 ","8,11 ",51.660 ,5.838 ,808 ,2.932,1.207,22.0,229.0,62.380,266.0,520.0,3.0,2,560.0,63.982
2019,1,San Juan,61.881,564.0,62.445,"31,83 ","8,11 ",51.660 ,5.838 ,808 ,2.932,1.207,22.0,229.0,62.380,266.0,520.0,3.0,2,560.0,63.982
2019,1,San Luis,96.044,291.0,96.335,"67,34 ","19,27 ",11.108 ,7.784 ,378 ,53.097,23.968,57.0,120.0,21.380,53.214,345.0,6.0,2,23.577,98.701
2019,1,San Luis,96.044,291.0,96.335,"67,34 ","19,27 ",11.108 ,7.784 ,378 ,53.097,23.968,57.0,120.0,21.380,53.214,345.0,6.0,2,23.577,98.701
2019,1,Santa Cruz,24.580,325.0,24.905,"23,67 ","7,04 ",10.659 ,4.615 ,382 ,6.514,2.735,25.0,128.0,21.990,2.731,702.0,26.0,4,0.0,25.606
2019,1,Santa Cruz,24.580,325.0,24.905,"23,67 ","7,04 ",10.659 ,4.615 ,382 ,6.514,2.735,25.0,128.0,21.990,2.731,702.0,26.0,4,0.0,25.606
2019,1,Santa Fe,736.851,227.0,737.078,"66,97 ","21,06 ",340.038 ,340.344 ,15.621 ,23.215,17.86,333.0,29.35,296.798,122.959,153.212,74.575,36.502,18.591,732.320
2019,1,Santa Fe,736.851,227.0,737.078,"66,97 ","21,06 ",340.038 ,340.344 ,15.621 ,23.215,17.86,333.0,29.35,296.798,122.959,153.212,74.575,36.502,18.591,732.320
2019,1,Santiago Del Estero,89.851,2.0,89.853,"37,52 ","9,31 ",25.337 ,61.547 ,23 ,2.847,99.0,39.0,3.372,62.895,20.691,3.959,85.0,494,0.0,91.535
2019,1,Santiago Del Estero,89.851,2.0,89.853,"37,52 ","9,31 ",25.337 ,61.547 ,23 ,2.847,99.0,39.0,3.372,62.895,20.691,3.959,85.0,494,0.0,91.535
2019,1,Tierra Del Fuego,45.903,544.0,46.447,"93,38 ","27,68 ",19.789 ,23.549 ,1.623 ,0.0,1.486,6.0,131.0,38.851,3.623,641.0,80.0,29,0.0,43.361
2019,1,Tierra Del Fuego,45.903,544.0,46.447,"93,38 ","27,68 ",19.789 ,23.549 ,1.623 ,0.0,1.486,6.0,131.0,38.851,3.623,641.0,80.0,29,0.0,43.361
2019,1,Tucumán,171.970,32.0,172.002,"41,63 ","10,31 ",159.215 ,11.670 ,118 ,678.0,321.0,16.0,5.188,82.240,42.877,26.21,847.0,14.839,0.0,172.217
2019,1,Tucumán,171.970,32.0,172.002,"41,63 ","10,31 ",159.215 ,11.670 ,118 ,678.0,321.0,16.0,5.188,82.240,42.877,26.21,847.0,14.839,0.0,172.217
2019,2,Buenos Aires,3.845.594,10.104,3.855.698,"67,85 ","22,22 ",1.284.658 ,2.079.900 ,382.971 ,75.24,32.929,199.768,46.852,1.436.259,217.785,438.663,502.275,985.767,43.438,3.870.807
2019,2,Buenos Aires,3.845.594,10.104,3.855.698,"67,85 ","22,22 ",1.284.658 ,2.079.900 ,382.971 ,75.24,32.929,199.768,46.852,1.436.259,217.785,438.663,502.275,985.767,43.438,3.870.807
2019,2,Capital Federal,1.412.177,3.443,1.415.620,"110,55 ","46,09 ",309.937 ,1.061.358 ,36.082 ,3.962,4.281,74.0,1.027,281.370,124.087,239.691,296.155,475.991,,1.418.395
2019,2,Capital Federal,1.412.177,3.443,1.415.620,"110,55 ","46,09 ",309.937 ,1.061.358 ,36.082 ,3.962,4.281,74.0,1.027,281.370,124.087,239.691,296.155,475.991,,1.418.395
2019,2,Catamarca,33.626,9.0,33.635,"32,13 ","8,17 ",25.682 ,5.543 ,13 ,146.0,2.251,34.0,43.0,16.631,8.67,6.049,34.0,10,2.151,33.622
2019,2,Catamarca,33.626,9.0,33.635,"32,13 ","8,17 ",25.682 ,5.543 ,13 ,146.0,2.251,34.0,43.0,16.631,8.67,6.049,34.0,10,2.151,33.622
2019,2,Chaco,108.721,13.0,108.734,"34,14 ","9,13 ",50.765 ,47.448 ,4.203 ,4.727,1.591,69.0,1.383,38.488,26.431,16.789,15.348,9.904,1.492,109.904
2019,2,Chaco,108.721,13.0,108.734,"34,14 ","9,13 ",50.765 ,47.448 ,4.203 ,4.727,1.591,69.0,1.383,38.488,26.431,16.789,15.348,9.904,1.492,109.904
2019,2,Chubut,86.038,1.518,87.556,"46,99 ","14,40 ",37.313 ,26.338 ,1.917 ,14.443,7.545,66.0,3.952,69.032,10.049,1.495,74.0,165,4.5,89.333
2019,2,Chubut,86.038,1.518,87.556,"46,99 ","14,40 ",37.313 ,26.338 ,1.917 ,14.443,7.545,66.0,3.952,69.032,10.049,1.495,74.0,165,4.5,89.333
2019,2,Corrientes,111.539,10.0,111.549,"38,16 ","10,05 ",53.835 ,47.431 ,1.701 ,2.444,6.138,10.0,3.012,40.424,27.774,13.114,11.928,7.119,6.08,109.461
2019,2,Corrientes,111.539,10.0,111.549,"38,16 ","10,05 ",53.835 ,47.431 ,1.701 ,2.444,6.138,10.0,3.012,40.424,27.774,13.114,11.928,7.119,6.08,109.461
2019,2,Córdoba,775.023,105.0,775.128,"68,07 ","20,84 ",314.768 ,388.254 ,23.023 ,33.847,15.236,81.0,8.165,248.427,100.512,157.458,170.159,76.053,8.938,769.793
2019,2,Córdoba,775.023,105.0,775.128,"68,07 ","20,84 ",314.768 ,388.254 ,23.023 ,33.847,15.236,81.0,8.165,248.427,100.512,157.458,170.159,76.053,8.938,769.793
2019,2,Entre Ríos,235.780,44.0,235.824,"57,48 ","17,19 ",97.081 ,91.081 ,12.764 ,17.369,17.529,18.0,5.905,100.687,52.316,23.196,24.221,10.664,17.206,234.213
2019,2,Entre Ríos,235.780,44.0,235.824,"57,48 ","17,19 ",97.081 ,91.081 ,12.764 ,17.369,17.529,18.0,5.905,100.687,52.316,23.196,24.221,10.664,17.206,234.213
2019,2,Formosa,46.438,0.0,46.438,"30,42 ","7,74 ",21.916 ,8.686 ,1.382 ,14.292,162.0,1.11,349.0,26.512,5.399,8.384,2.639,2.258,100.0,46.751
2019,2,Formosa,46.438,0.0,46.438,"30,42 ","7,74 ",21.916 ,8.686 ,1.382 ,14.292,162.0,1.11,349.0,26.512,5.399,8.384,2.639,2.258,100.0,46.751
2019,2,Jujuy,86.706,1.0,86.707,"44,51 ","11,38 ",33.022 ,30.742 ,274 ,812.0,21.857,27.0,940.0,26.233,8.441,26.7,27.0,2.600,21.765,86.733
2019,2,Jujuy,86.706,1.0,86.707,"44,51 ","11,38 ",33.022 ,30.742 ,274 ,812.0,21.857,27.0,940.0,26.233,8.441,26.7,27.0,2.600,21.765,86.733
2019,2,La Pampa,89.937,268.0,90.205,"77,08 ","25,40 ",19.471 ,52.101 ,4.840 ,10.789,3.004,236.0,3.289,75.406,5.191,1.366,1.445,629,2.661,90.223
2019,2,La Pampa,89.937,268.0,90.205,"77,08 ","25,40 ",19.471 ,52.101 ,4.840 ,10.789,3.004,236.0,3.289,75.406,5.191,1.366,1.445,629,2.661,90.223
2019,2,La Rioja,50.283,18.0,50.301,"48,70 ","12,97 ",15.014 ,34.984 ,11 ,251.0,41.0,9.0,11.0,39.819,4.297,4.857,13.0,1.298,,50.304
2019,2,La Rioja,50.283,18.0,50.301,"48,70 ","12,97 ",15.014 ,34.984 ,11 ,251.0,41.0,9.0,11.0,39.819,4.297,4.857,13.0,1.298,,50.304
2019,2,Mendoza,222.535,1.322,223.857,"40,75 ","11,37 ",148.673 ,54.027 ,6.865 ,12.748,1.544,20.0,2.522,205.165,2.971,10.092,1.256,234,,222.260
2019,2,Mendoza,222.535,1.322,223.857,"40,75 ","11,37 ",148.673 ,54.027 ,6.865 ,12.748,1.544,20.0,2.522,205.165,2.971,10.092,1.256,234,,222.260
2019,2,Misiones,132.878,0.0,132.878,"39,15 ","10,66 ",55.373 ,64.272 ,543 ,421.0,12.269,47.0,2.226,45.769,27.385,15.408,18.882,8.129,12.206,130.052
2019,2,Misiones,132.878,0.0,132.878,"39,15 ","10,66 ",55.373 ,64.272 ,543 ,421.0,12.269,47.0,2.226,45.769,27.385,15.408,18.882,8.129,12.206,130.052
2019,2,Neuquén,120.954,1.999,122.953,"63,08 ","18,78 ",43.420 ,59.021 ,4.983 ,12.792,2.737,302.0,3.038,61.776,4.688,17.318,21.21,14.132,422.0,122.886
2019,2,Neuquén,120.954,1.999,122.953,"63,08 ","18,78 ",43.420 ,59.021 ,4.983 ,12.792,2.737,302.0,3.038,61.776,4.688,17.318,21.21,14.132,422.0,122.886
2019,2,Río Negro,137.632,915.0,138.547,"61,09 ","18,79 ",67.841 ,36.527 ,4.037 ,10.485,19.657,384.0,1.354,86.366,2.201,10.291,12.407,6.907,18.519,138.429
2019,2,Río Negro,137.632,915.0,138.547,"61,09 ","18,79 ",67.841 ,36.527 ,4.037 ,10.485,19.657,384.0,1.354,86.366,2.201,10.291,12.407,6.907,18.519,138.429
2019,2,Salta,142.567,1.0,142.568,"41,89 ","10,15 ",68.827 ,62.343 ,725 ,1.21,9.463,49.0,974.0,59.638,36.923,16.961,14.059,6.461,7.585,142.650
2019,2,Salta,142.567,1.0,142.568,"41,89 ","10,15 ",68.827 ,62.343 ,725 ,1.21,9.463,49.0,974.0,59.638,36.923,16.961,14.059,6.461,7.585,142.650
2019,2,San Juan,69.461,564.0,70.025,"35,60 ","9,07 ",51.680 ,7.425 ,1.174 ,2.87,6.876,22.0,213.0,60.913,2.177,785.0,7.0,4,6.119,70.240
2019,2,San Juan,69.461,564.0,70.025,"35,60 ","9,07 ",51.680 ,7.425 ,1.174 ,2.87,6.876,22.0,213.0,60.913,2.177,785.0,7.0,4,6.119,70.240
2019,2,San Luis,117.094,291.0,117.385,"81,79 ","23,41 ",11.130 ,10.298 ,347 ,57.242,38.368,57.0,102.0,16.575,4.964,467.0,57.236,5,37.977,117.383
2019,2,San Luis,117.094,291.0,117.385,"81,79 ","23,41 ",11.130 ,10.298 ,347 ,57.242,38.368,57.0,102.0,16.575,4.964,467.0,57.236,5,37.977,117.383
2019,2,Santa Cruz,30.225,325.0,30.550,"28,85 ","8,58 ",10.665 ,10.257 ,379 ,6.514,2.735,25.0,84.0,24.861,3.806,1.202,28.0,4,,30.010
2019,2,Santa Cruz,30.225,325.0,30.550,"28,85 ","8,58 ",10.665 ,10.257 ,379 ,6.514,2.735,25.0,84.0,24.861,3.806,1.202,28.0,4,,30.010
2019,2,Santa Fe,743.258,226.0,743.484,"67,42 ","21,20 ",325.420 ,355.140 ,18.236 ,21.98,22.708,321.0,8.427,300.124,125.176,129.741,100.131,49.865,22.323,736.108
2019,2,Santa Fe,743.258,226.0,743.484,"67,42 ","21,20 ",325.420 ,355.140 ,18.236 ,21.98,22.708,321.0,8.427,300.124,125.176,129.741,100.131,49.865,22.323,736.108
2019,2,Santiago Del Estero,126.752,2.0,126.754,"52,79 ","13,10 ",24.393 ,64.783 ,219 ,2.759,34.6,39.0,1.832,63.268,21.362,3.741,108.0,1.205,34.501,126.056
2019,2,Santiago Del Estero,126.752,2.0,126.754,"52,79 ","13,10 ",24.393 ,64.783 ,219 ,2.759,34.6,39.0,1.832,63.268,21.362,3.741,108.0,1.205,34.501,126.056
2019,2,Tierra Del Fuego,46.910,544.0,47.454,"94,80 ","28,11 ",19.790 ,25.527 ,651 ,0.0,1.486,6.0,123.0,41.824,4.241,1.573,96.0,32,,47.895
2019,2,Tierra Del Fuego,46.910,544.0,47.454,"94,80 ","28,11 ",19.790 ,25.527 ,651 ,0.0,1.486,6.0,123.0,41.824,4.241,1.573,96.0,32,,47.895
2019,2,Tucumán,166.299,32.0,166.331,"40,14 ","9,94 ",153.121 ,12.089 ,116 ,684.0,321.0,16.0,157.0,78.891,44.296,24.291,628.0,18.394,,166.673
2019,2,Tucumán,166.299,32.0,166.331,"40,14 ","9,94 ",153.121 ,12.089 ,116 ,684.0,321.0,16.0,157.0,78.891,44.296,24.291,628.0,18.394,,166.673
2019,3,Buenos Aires,3.950.114,10.119,3.960.233,"69,36 ","22,76 ",1.277.249 ,2.144.956 ,425.386 ,85.572,27.07,238.92,44.648,1.432.722,222.812,260.506,483.572,1.246.209,42.294,3.971.683
2019,3,Buenos Aires,3.950.114,10.119,3.960.233,"69,36 ","22,76 ",1.277.249 ,2.144.956 ,425.386 ,85.572,27.07,238.92,44.648,1.432.722,222.812,260.506,483.572,1.246.209,42.294,3.971.683
2019,3,Capital Federal,1.437.734,3.477,1.441.211,"112,65 ","46,90 ",300.288 ,1.080.973 ,24.900 ,3.895,31.155,104.0,368.0,269.704,120.924,138.011,258.591,655.108,0.0,1.442.810
2019,3,Capital Federal,1.437.734,3.477,1.441.211,"112,65 ","46,90 ",300.288 ,1.080.973 ,24.900 ,3.895,31.155,104.0,368.0,269.704,120.924,138.011,258.591,655.108,0.0,1.442.810
