año,trimestre,provincia,banda ancha fija,dial up,total_conexion,accesos por cada 100 hogares,accesos por cada 100 hab,adsl,cablemodem,fibra óptica,wireless,otros Mbps,hasta 512 kbps,+ 512 kbps - 1 mbps,+ 1 mbps - 6 mbps,+ 6 mbps - 10 mbps,+ 10 mbps - 20 mbps,+ 20 mbps - 30 mbps,+ 30 mbps,otros,total suma Mbps
2016,4,Buenos Aires,3.131.499,11.202,3.142.701,"61,24 ","18,58 ",1.563.542 ,1.414.676 ,118.747 ,21.394,24.342,6.055,86.281,2.085.605,403.575,467.398,72.348,17.279,0.0,3.138.541
2016,4,Buenos Aires,3.131.499,11.202,3.142.701,"61,24 ","18,58 ",1.563.542 ,1.414.676 ,118.747 ,21.394,24.342,6.055,86.281,2.085.605,403.575,467.398,72.348,17.279,0.0,3.138.541
2016,4,Capital Federal,1.393.443,8.016,1.401.459,"120,63 ","45,78 ",434.835 ,914.952 ,38.161 ,2.583,10.928,517.0,1.477,704.324,225.723,264.582,53.506,16.756,0.0,1.266.885
2016,4,Capital Federal,1.393.443,8.016,1.401.459,"120,63 ","45,78 ",434.835 ,914.952 ,38.161 ,2.583,10.928,517.0,1.477,704.324,225.723,264.582,53.506,16.756,0.0,1.266.885
2016,4,Catamarca,27.021,13.0,27.034,"26,54 ","6,72 ",26.735 ,250 ,14 ,1.0,34.0,15.0,3.478,16.519,4.889,2.077,54.0,0,0.0,27.032
2016,4,Catamarca,27.021,13.0,27.034,"26,54 ","6,72 ",26.735 ,250 ,14 ,1.0,34.0,15.0,3.478,16.519,4.889,2.077,54.0,0,0.0,27.032
2016,4,Chaco,88.833,14.0,88.847,"28,79 ","7,65 ",54.974 ,33.534 ,248 ,52.0,39.0,191.0,3.983,45.634,21.323,14.887,2.586,250,0.0,88.854
2016,4,Chaco,88.833,14.0,88.847,"28,79 ","7,65 ",54.974 ,33.534 ,248 ,52.0,39.0,191.0,3.983,45.634,21.323,14.887,2.586,250,0.0,88.854
2016,4,Chubut,62.035,1.73,63.765,"36,07 ","10,96 ",43.994 ,955 ,916 ,13.107,4.793,401.0,4.493,73.951,1.352,0.0,0.0,0,0.0,80.197
2016,4,Chubut,62.035,1.73,63.765,"36,07 ","10,96 ",43.994 ,955 ,916 ,13.107,4.793,401.0,4.493,73.951,1.352,0.0,0.0,0,0.0,80.197
2016,4,Corrientes,88.084,12.0,88.096,"30,98 ","8,12 ",54.981 ,31.497 ,233 ,1.354,31.0,15.0,6.109,48.995,20.187,10.908,1.645,234,0.0,88.093
2016,4,Corrientes,88.084,12.0,88.096,"30,98 ","8,12 ",54.981 ,31.497 ,233 ,1.354,31.0,15.0,6.109,48.995,20.187,10.908,1.645,234,0.0,88.093
2016,4,Córdoba,636.422,133.0,636.555,"57,70 ","17,57 ",337.368 ,289.344 ,3.368 ,5.686,789.0,50.0,29.38,404.645,77.966,108.368,15.458,1.606,0.0,637.473
2016,4,Córdoba,636.422,133.0,636.555,"57,70 ","17,57 ",337.368 ,289.344 ,3.368 ,5.686,789.0,50.0,29.38,404.645,77.966,108.368,15.458,1.606,0.0,637.473
2016,4,Entre Ríos,180.188,57.0,180.245,"45,21 ","13,45 ",109.359 ,64.141 ,226 ,6.448,71.0,1.68,8.253,110.296,38.491,19.509,1.801,280,0.0,180.310
2016,4,Entre Ríos,180.188,57.0,180.245,"45,21 ","13,45 ",109.359 ,64.141 ,226 ,6.448,71.0,1.68,8.253,110.296,38.491,19.509,1.801,280,0.0,180.310
2016,4,Formosa,29.513,0.0,29.513,"19,85 ","5,03 ",22.400 ,6.061 ,16 ,1.023,13.0,1.573,3.519,15.791,4.114,3.855,649.0,17,0.0,29.518
2016,4,Formosa,29.513,0.0,29.513,"19,85 ","5,03 ",22.400 ,6.061 ,16 ,1.023,13.0,1.573,3.519,15.791,4.114,3.855,649.0,17,0.0,29.518
2016,4,Jujuy,42.624,1.0,42.625,"22,65 ","5,76 ",33.838 ,8.731 ,22 ,0.0,34.0,303.0,6.225,27.778,6.143,2.134,43.0,0,0.0,42.626
2016,4,Jujuy,42.624,1.0,42.625,"22,65 ","5,76 ",33.838 ,8.731 ,22 ,0.0,34.0,303.0,6.225,27.778,6.143,2.134,43.0,0,0.0,42.626
2016,4,La Pampa,71.368,460.0,71.828,"63,02 ","20,67 ",12.754 ,47.245 ,5.054 ,6.253,522.0,368.0,9.789,56.694,16.0,335.0,132.0,11,0.0,67.345
2016,4,La Pampa,71.368,460.0,71.828,"63,02 ","20,67 ",12.754 ,47.245 ,5.054 ,6.253,522.0,368.0,9.789,56.694,16.0,335.0,132.0,11,0.0,67.345
2016,4,La Rioja,16.298,18.0,16.316,"16,46 ","4,35 ",16.270 ,0 ,16 ,2.0,28.0,9.0,1.646,9.635,3.334,1.675,13.0,3,0.0,16.315
2016,4,La Rioja,16.298,18.0,16.316,"16,46 ","4,35 ",16.270 ,0 ,16 ,2.0,28.0,9.0,1.646,9.635,3.334,1.675,13.0,3,0.0,16.315
2016,4,Mendoza,169.274,1.451,170.725,"32,11 ","8,91 ",153.320 ,13.030 ,2.579 ,27.0,1.769,114.0,16.0,177.194,79.0,49.0,5.0,20,0.0,177.477
2016,4,Mendoza,169.274,1.451,170.725,"32,11 ","8,91 ",153.320 ,13.030 ,2.579 ,27.0,1.769,114.0,16.0,177.194,79.0,49.0,5.0,20,0.0,177.477
2016,4,Misiones,97.390,0.0,97.390,"29,72 ","8,05 ",57.983 ,39.294 ,100 ,5.0,8.0,1.01,4.783,47.454,23.433,18.371,2.215,126,0.0,97.392
2016,4,Misiones,97.390,0.0,97.390,"29,72 ","8,05 ",57.983 ,39.294 ,100 ,5.0,8.0,1.01,4.783,47.454,23.433,18.371,2.215,126,0.0,97.392
2016,4,Neuquén,111.723,2.112,113.835,"60,87 ","17,99 ",51.742 ,46.389 ,1.124 ,11.91,2.67,1.539,1.406,84.859,792.0,14.153,3.073,271,0.0,106.093
2016,4,Neuquén,111.723,2.112,113.835,"60,87 ","17,99 ",51.742 ,46.389 ,1.124 ,11.91,2.67,1.539,1.406,84.859,792.0,14.153,3.073,271,0.0,106.093
2016,4,Río Negro,100.020,1.0,101.020,"46,39 ","14,17 ",67.057 ,28.474 ,954 ,3.274,1.261,998.0,2.953,92.967,248.0,6.317,1.174,122,0.0,104.779
2016,4,Río Negro,100.020,1.0,101.020,"46,39 ","14,17 ",67.057 ,28.474 ,954 ,3.274,1.261,998.0,2.953,92.967,248.0,6.317,1.174,122,0.0,104.779
2016,4,Salta,106.934,1.0,106.935,"32,69 ","7,87 ",79.389 ,26.657 ,110 ,158.0,621.0,577.0,5.027,71.636,20.787,8.611,239.0,70,0.0,106.947
2016,4,Salta,106.934,1.0,106.935,"32,69 ","7,87 ",79.389 ,26.657 ,110 ,158.0,621.0,577.0,5.027,71.636,20.787,8.611,239.0,70,0.0,106.947
2016,4,San Juan,51.301,620.0,51.921,"27,29 ","6,91 ",48.670 ,451 ,772 ,1.121,907.0,8.0,220.0,58.608,0.0,0.0,0.0,4,0.0,58.840
2016,4,San Juan,51.301,620.0,51.921,"27,29 ","6,91 ",48.670 ,451 ,772 ,1.121,907.0,8.0,220.0,58.608,0.0,0.0,0.0,4,0.0,58.840
2016,4,San Luis,12.992,315.0,13.307,"9,64 ","2,74 ",11.432 ,1.120 ,354 ,26.0,375.0,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
2016,4,San Luis,12.992,315.0,13.307,"9,64 ","2,74 ",11.432 ,1.120 ,354 ,26.0,375.0,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
2016,4,Santa Cruz,26.094,370.0,26.464,"27,05 ","7,94 ",15.607 ,2.722 ,1.055 ,4.823,2.257,189.0,23.0,31.369,342.0,80.0,10.0,0,0.0,32.013
2016,4,Santa Cruz,26.094,370.0,26.464,"27,05 ","7,94 ",15.607 ,2.722 ,1.055 ,4.823,2.257,189.0,23.0,31.369,342.0,80.0,10.0,0,0.0,32.013
2016,4,Santa Fe,561.470,362.0,561.832,"52,19 ","16,35 ",326.721 ,225.792 ,3.201 ,4.946,1.172,4.966,40.102,349.722,74.401,77.667,13.155,1.529,0.0,561.542
2016,4,Santa Fe,561.470,362.0,561.832,"52,19 ","16,35 ",326.721 ,225.792 ,3.201 ,4.946,1.172,4.966,40.102,349.722,74.401,77.667,13.155,1.529,0.0,561.542
2016,4,Santiago Del Estero,35.049,2.0,35.051,"15,07 ","3,72 ",30.192 ,3.900 ,19 ,911.0,29.0,26.0,3.925,22.246,6.178,2.664,15.0,0,0.0,35.054
2016,4,Santiago Del Estero,35.049,2.0,35.051,"15,07 ","3,72 ",30.192 ,3.900 ,19 ,911.0,29.0,26.0,3.925,22.246,6.178,2.664,15.0,0,0.0,35.054
2016,4,Tierra Del Fuego,31.938,619.0,32.557,"70,31 ","20,57 ",22.636 ,6.905 ,665 ,1.0,2.35,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
2016,4,Tierra Del Fuego,31.938,619.0,32.557,"70,31 ","20,57 ",22.636 ,6.905 ,665 ,1.0,2.35,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
2016,4,Tucumán,151.615,37.0,151.652,"37,98 ","9,35 ",146.995 ,4.482 ,116 ,14.0,45.0,96.0,10.021,87.994,37.721,14.389,1.4,10,0.0,151.631
2016,4,Tucumán,151.615,37.0,151.652,"37,98 ","9,35 ",146.995 ,4.482 ,116 ,14.0,45.0,96.0,10.021,87.994,37.721,14.389,1.4,10,0.0,151.631
2017,1,Buenos Aires,3.178.174,11.202,3.189.376,"58,57 ","18,80 ",1.559.178 ,1.465.817 ,118.839 ,21.2,24.342,6.017,83.918,2.057.698,402.315,523.54,90.937,22.299,0.0,3.186.724
2017,1,Buenos Aires,3.178.174,11.202,3.189.376,"58,57 ","18,80 ",1.559.178 ,1.465.817 ,118.839 ,21.2,24.342,6.017,83.918,2.057.698,402.315,523.54,90.937,22.299,0.0,3.186.724
2017,1,Capital Federal,1.391.030,8.016,1.399.046,"108,37 ","45,69 ",428.801 ,918.328 ,38.259 ,2.73,10.928,510.0,1.409,678.922,218.487,277.195,66.536,19.881,0.0,1.262.940
2017,1,Capital Federal,1.391.030,8.016,1.399.046,"108,37 ","45,69 ",428.801 ,918.328 ,38.259 ,2.73,10.928,510.0,1.409,678.922,218.487,277.195,66.536,19.881,0.0,1.262.940
2017,1,Catamarca,26.304,13.0,26.317,"25,66 ","6,53 ",26.020 ,248 ,14 ,1.0,34.0,15.0,3.328,15.861,4.901,2.161,49.0,0,0.0,26.315
2017,1,Catamarca,26.304,13.0,26.317,"25,66 ","6,53 ",26.020 ,248 ,14 ,1.0,34.0,15.0,3.328,15.861,4.901,2.161,49.0,0,0.0,26.315
2017,1,Chaco,89.036,14.0,89.050,"28,62 ","7,65 ",54.430 ,34.277 ,252 ,52.0,39.0,191.0,3.835,44.544,21.467,15.671,3.025,314,0.0,89.047
2017,1,Chaco,89.036,14.0,89.050,"28,62 ","7,65 ",54.430 ,34.277 ,252 ,52.0,39.0,191.0,3.835,44.544,21.467,15.671,3.025,314,0.0,89.047
2017,1,Chubut,62.166,1.73,63.896,"35,66 ","10,93 ",43.994 ,999 ,916 ,13.194,4.793,401.0,4.182,73.759,1.808,0.0,0.0,0,0.0,80.150
2017,1,Chubut,62.166,1.73,63.896,"35,66 ","10,93 ",43.994 ,999 ,916 ,13.194,4.793,401.0,4.182,73.759,1.808,0.0,0.0,0,0.0,80.150
2017,1,Corrientes,88.596,12.0,88.608,"30,94 ","8,15 ",54.993 ,31.994 ,236 ,1.354,31.0,15.0,6.04,48.149,20.586,11.468,2.044,303,0.0,88.605
2017,1,Corrientes,88.596,12.0,88.608,"30,94 ","8,15 ",54.993 ,31.994 ,236 ,1.354,31.0,15.0,6.04,48.149,20.586,11.468,2.044,303,0.0,88.605
2017,1,Córdoba,641.066,133.0,641.199,"57,65 ","17,65 ",335.673 ,293.479 ,4.871 ,5.782,1.394,50.0,28.732,391.556,82.011,118.643,19.035,2.071,0.0,642.098
2017,1,Córdoba,641.066,133.0,641.199,"57,65 ","17,65 ",335.673 ,293.479 ,4.871 ,5.782,1.394,50.0,28.732,391.556,82.011,118.643,19.035,2.071,0.0,642.098
2017,1,Entre Ríos,180.296,57.0,180.353,"44,91 ","13,43 ",108.509 ,65.095 ,230 ,6.448,71.0,1.68,8.08,108.379,39.146,20.562,2.254,317,0.0,180.418
2017,1,Entre Ríos,180.296,57.0,180.353,"44,91 ","13,43 ",108.509 ,65.095 ,230 ,6.448,71.0,1.68,8.08,108.379,39.146,20.562,2.254,317,0.0,180.418
2017,1,Formosa,29.705,0.0,29.705,"19,84 ","5,05 ",22.438 ,6.215 ,16 ,1.023,13.0,1.535,3.538,15.473,4.446,4.058,635.0,22,0.0,29.707
2017,1,Formosa,29.705,0.0,29.705,"19,84 ","5,05 ",22.438 ,6.215 ,16 ,1.023,13.0,1.535,3.538,15.473,4.446,4.058,635.0,22,0.0,29.707
2017,1,Jujuy,43.202,1.0,43.203,"22,76 ","5,82 ",33.869 ,9.278 ,22 ,0.0,34.0,330.0,6.213,27.824,6.486,2.306,44.0,0,0.0,43.203
2017,1,Jujuy,43.202,1.0,43.203,"22,76 ","5,82 ",33.869 ,9.278 ,22 ,0.0,34.0,330.0,6.213,27.824,6.486,2.306,44.0,0,0.0,43.203
2017,1,La Pampa,71.458,455.0,71.913,"62,67 ","20,65 ",12.754 ,47.195 ,5.194 ,6.253,517.0,362.0,9.279,57.739,331.0,192.0,165.0,11,0.0,68.079
2017,1,La Pampa,71.458,455.0,71.913,"62,67 ","20,65 ",12.754 ,47.195 ,5.194 ,6.253,517.0,362.0,9.279,57.739,331.0,192.0,165.0,11,0.0,68.079
2017,1,La Rioja,16.207,18.0,16.225,"16,20 ","4,31 ",16.180 ,0 ,15 ,2.0,28.0,9.0,1.578,9.486,3.409,1.718,22.0,2,0.0,16.224
2017,1,La Rioja,16.207,18.0,16.225,"16,20 ","4,31 ",16.180 ,0 ,15 ,2.0,28.0,9.0,1.578,9.486,3.409,1.718,22.0,2,0.0,16.224
2017,1,Mendoza,169.282,1.451,170.733,"31,84 ","8,89 ",153.326 ,13.030 ,2.581 ,27.0,1.769,106.0,15.0,177.201,86.0,50.0,5.0,22,0.0,177.485
2017,1,Mendoza,169.282,1.451,170.733,"31,84 ","8,89 ",153.326 ,13.030 ,2.581 ,27.0,1.769,106.0,15.0,177.201,86.0,50.0,5.0,22,0.0,177.485
2017,1,Misiones,97.619,0.0,97.619,"29,52 ","8,04 ",57.363 ,40.142 ,101 ,5.0,8.0,1.01,4.665,45.950,23.847,19.356,2.627,166,0.0,97.621
2017,1,Misiones,97.619,0.0,97.619,"29,52 ","8,04 ",57.363 ,40.142 ,101 ,5.0,8.0,1.01,4.665,45.950,23.847,19.356,2.627,166,0.0,97.621
2017,1,Neuquén,113.227,2.112,115.339,"61,02 ","18,17 ",51.771 ,48.109 ,1.124 ,11.665,2.67,1.547,1.418,83.813,902.0,15.13,4.223,458,0.0,107.491
2017,1,Neuquén,113.227,2.112,115.339,"61,02 ","18,17 ",51.771 ,48.109 ,1.124 ,11.665,2.67,1.547,1.418,83.813,902.0,15.13,4.223,458,0.0,107.491
2017,1,Río Negro,100.288,1.0,101.288,"46,03 ","14,16 ",67.075 ,28.785 ,954 ,3.213,1.261,986.0,5.647,89.622,246.0,6.738,1.594,200,0.0,105.033
2017,1,Río Negro,100.288,1.0,101.288,"46,03 ","14,16 ",67.075 ,28.785 ,954 ,3.213,1.261,986.0,5.647,89.622,246.0,6.738,1.594,200,0.0,105.033
2017,1,Salta,107.632,1.0,107.633,"32,58 ","7,89 ",79.837 ,26.845 ,114 ,158.0,679.0,579.0,4.861,70.922,21.554,9.386,267.0,74,0.0,107.643
2017,1,Salta,107.632,1.0,107.633,"32,58 ","7,89 ",79.837 ,26.845 ,114 ,158.0,679.0,579.0,4.861,70.922,21.554,9.386,267.0,74,0.0,107.643
2017,1,San Juan,51.253,620.0,51.873,"27,04 ","6,89 ",48.670 ,451 ,772 ,1.073,907.0,8.0,192.0,58.588,0.0,0.0,0.0,4,0.0,58.792
2017,1,San Juan,51.253,620.0,51.873,"27,04 ","6,89 ",48.670 ,451 ,772 ,1.073,907.0,8.0,192.0,58.588,0.0,0.0,0.0,4,0.0,58.792
2017,1,San Luis,12.992,315.0,13.307,"9,55 ","2,73 ",11.432 ,1.120 ,354 ,26.0,375.0,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
2017,1,San Luis,12.992,315.0,13.307,"9,55 ","2,73 ",11.432 ,1.120 ,354 ,26.0,375.0,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
2017,1,Santa Cruz,26.116,370.0,26.486,"26,52 ","7,89 ",15.502 ,2.722 ,1.272 ,4.733,2.257,190.0,23.0,31.078,474.0,68.0,30.0,0,0.0,31.863
2017,1,Santa Cruz,26.116,370.0,26.486,"26,52 ","7,89 ",15.502 ,2.722 ,1.272 ,4.733,2.257,190.0,23.0,31.078,474.0,68.0,30.0,0,0.0,31.863
2017,1,Santa Fe,562.520,362.0,562.882,"51,97 ","16,34 ",327.458 ,226.094 ,3.210 ,4.948,1.172,4.966,39.463,340.418,77.152,83.008,15.775,1.831,0.0,562.613
2017,1,Santa Fe,562.520,362.0,562.882,"51,97 ","16,34 ",327.458 ,226.094 ,3.210 ,4.948,1.172,4.966,39.463,340.418,77.152,83.008,15.775,1.831,0.0,562.613
2017,1,Santiago Del Estero,34.473,2.0,34.475,"14,70 ","3,65 ",29.616 ,3.900 ,19 ,911.0,29.0,26.0,3.772,21.659,6.218,2.786,17.0,0,0.0,34.478
2017,1,Santiago Del Estero,34.473,2.0,34.475,"14,70 ","3,65 ",29.616 ,3.900 ,19 ,911.0,29.0,26.0,3.772,21.659,6.218,2.786,17.0,0,0.0,34.478
2017,1,Tierra Del Fuego,31.938,619.0,32.557,"68,92 ","20,44 ",22.636 ,6.905 ,665 ,1.0,2.35,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
2017,1,Tierra Del Fuego,31.938,619.0,32.557,"68,92 ","20,44 ",22.636 ,6.905 ,665 ,1.0,2.35,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
2017,1,Tucumán,152.734,37.0,152.771,"37,90 ","9,39 ",147.373 ,5.223 ,116 ,14.0,45.0,96.0,9.682,86.470,39.155,15.951,1.383,13,0.0,152.750
2017,1,Tucumán,152.734,37.0,152.771,"37,90 ","9,39 ",147.373 ,5.223 ,116 ,14.0,45.0,96.0,9.682,86.470,39.155,15.951,1.383,13,0.0,152.750
2017,2,Buenos Aires,3.067.430,11.201,3.078.631,"56,27 ","18,10 ",1.378.549 ,1.535.037 ,119.132 ,21.555,24.358,7.548,47.472,1.910.156,299.009,573.298,93.059,46.178,0.0,2.976.720
2017,2,Buenos Aires,3.067.430,11.201,3.078.631,"56,27 ","18,10 ",1.378.549 ,1.535.037 ,119.132 ,21.555,24.358,7.548,47.472,1.910.156,299.009,573.298,93.059,46.178,0.0,2.976.720
2017,2,Capital Federal,1.592.175,8.016,1.600.191,"124,06 ","52,24 ",615.262 ,932.466 ,38.628 ,2.819,11.016,556.0,35.663,726.223,304.97,378.571,80.234,37.977,0.0,1.564.194
2017,2,Capital Federal,1.592.175,8.016,1.600.191,"124,06 ","52,24 ",615.262 ,932.466 ,38.628 ,2.819,11.016,556.0,35.663,726.223,304.97,378.571,80.234,37.977,0.0,1.564.194
2017,2,Catamarca,26.692,13.0,26.705,"25,98 ","6,61 ",26.401 ,255 ,14 ,1.0,34.0,15.0,3.318,15.655,5.325,2.342,47.0,1,0.0,26.703
2017,2,Catamarca,26.692,13.0,26.705,"25,98 ","6,61 ",26.401 ,255 ,14 ,1.0,34.0,15.0,3.318,15.655,5.325,2.342,47.0,1,0.0,26.703
2017,2,Chaco,90.597,14.0,90.611,"29,05 ","7,76 ",54.449 ,35.613 ,458 ,52.0,39.0,191.0,3.733,42.590,22.349,18.044,3.157,545,0.0,90.609
2017,2,Chaco,90.597,14.0,90.611,"29,05 ","7,76 ",54.449 ,35.613 ,458 ,52.0,39.0,191.0,3.733,42.590,22.349,18.044,3.157,545,0.0,90.609
2017,2,Chubut,62.245,1.73,63.975,"35,55 ","10,90 ",43.994 ,1.067 ,916 ,13.194,4.804,403.0,4.186,73.760,1.88,0.0,0.0,0,0.0,80.229
2017,2,Chubut,62.245,1.73,63.975,"35,55 ","10,90 ",43.994 ,1.067 ,916 ,13.194,4.804,403.0,4.186,73.760,1.88,0.0,0.0,0,0.0,80.229
2017,2,Corrientes,90.085,12.0,90.097,"31,39 ","8,27 ",55.262 ,33.192 ,258 ,1.354,31.0,15.0,5.912,46.483,21.776,13.043,2.218,647,0.0,90.094
2017,2,Corrientes,90.085,12.0,90.097,"31,39 ","8,27 ",55.262 ,33.192 ,258 ,1.354,31.0,15.0,5.912,46.483,21.776,13.043,2.218,647,0.0,90.094
2017,2,Córdoba,657.505,133.0,657.638,"58,97 ","18,06 ",341.748 ,303.488 ,4.451 ,6.446,1.505,251.0,26.862,370.865,88.479,146.683,20.351,5.069,0.0,658.560
2017,2,Córdoba,657.505,133.0,657.638,"58,97 ","18,06 ",341.748 ,303.488 ,4.451 ,6.446,1.505,251.0,26.862,370.865,88.479,146.683,20.351,5.069,0.0,658.560
2017,2,Entre Ríos,182.675,57.0,182.732,"45,39 ","13,57 ",108.309 ,67.650 ,254 ,6.448,71.0,1.68,7.944,104.422,41.8,23.524,2.604,823,0.0,182.797
2017,2,Entre Ríos,182.675,57.0,182.732,"45,39 ","13,57 ",108.309 ,67.650 ,254 ,6.448,71.0,1.68,7.944,104.422,41.8,23.524,2.604,823,0.0,182.797
2017,2,Formosa,29.956,0.0,29.956,"19,97 ","5,08 ",22.493 ,6.410 ,17 ,1.023,13.0,1.486,3.419,14.787,4.795,4.583,749.0,139,0.0,29.958
2017,2,Formosa,29.956,0.0,29.956,"19,97 ","5,08 ",22.493 ,6.410 ,17 ,1.023,13.0,1.486,3.419,14.787,4.795,4.583,749.0,139,0.0,29.958
2017,2,Jujuy,42.656,1.0,42.657,"22,40 ","5,73 ",33.742 ,8.858 ,22 ,0.0,35.0,311.0,5.877,26.915,6.974,2.538,42.0,1,0.0,42.658
2017,2,Jujuy,42.656,1.0,42.657,"22,40 ","5,73 ",33.742 ,8.858 ,22 ,0.0,35.0,311.0,5.877,26.915,6.974,2.538,42.0,1,0.0,42.658
2017,2,La Pampa,72.573,449.0,73.022,"63,49 ","20,92 ",12.754 ,48.310 ,5.194 ,6.253,511.0,356.0,8.633,59.045,558.0,336.0,244.0,21,0.0,69.193
2017,2,La Pampa,72.573,449.0,73.022,"63,49 ","20,92 ",12.754 ,48.310 ,5.194 ,6.253,511.0,356.0,8.633,59.045,558.0,336.0,244.0,21,0.0,69.193
2017,2,La Rioja,16.271,18.0,16.289,"16,20 ","4,31 ",16.244 ,0 ,15 ,2.0,28.0,9.0,1.554,9.304,3.599,1.796,24.0,2,0.0,16.288
2017,2,La Rioja,16.271,18.0,16.289,"16,20 ","4,31 ",16.244 ,0 ,15 ,2.0,28.0,9.0,1.554,9.304,3.599,1.796,24.0,2,0.0,16.288
2017,2,Mendoza,169.302,1.451,170.753,"31,76 ","8,86 ",153.331 ,13.030 ,2.581 ,27.0,1.784,109.0,24.0,177.203,92.0,50.0,5.0,22,0.0,177.505
2017,2,Mendoza,169.302,1.451,170.753,"31,76 ","8,86 ",153.331 ,13.030 ,2.581 ,27.0,1.784,109.0,24.0,177.203,92.0,50.0,5.0,22,0.0,177.505
2017,2,Misiones,99.794,0.0,99.794,"30,09 ","8,20 ",56.752 ,42.925 ,103 ,5.0,9.0,1.011,4.447,47.244,22.033,21.599,2.892,570,0.0,99.796
2017,2,Misiones,99.794,0.0,99.794,"30,09 ","8,20 ",56.752 ,42.925 ,103 ,5.0,9.0,1.011,4.447,47.244,22.033,21.599,2.892,570,0.0,99.796
2017,2,Neuquén,115.321,2.112,117.433,"61,91 ","18,43 ",51.794 ,50.283 ,1.133 ,11.545,2.678,1.542,1.395,81.272,849.0,18.051,4.774,1.703,0.0,109.586
2017,2,Neuquén,115.321,2.112,117.433,"61,91 ","18,43 ",51.794 ,50.283 ,1.133 ,11.545,2.678,1.542,1.395,81.272,849.0,18.051,4.774,1.703,0.0,109.586
2017,2,Río Negro,100.621,998.0,101.619,"46,02 ","14,16 ",67.038 ,29.147 ,961 ,3.213,1.26,973.0,5.606,88.085,245.0,7.99,1.921,559,0.0,105.379
2017,2,Río Negro,100.621,998.0,101.619,"46,02 ","14,16 ",67.038 ,29.147 ,961 ,3.213,1.26,973.0,5.606,88.085,245.0,7.99,1.921,559,0.0,105.379
2017,2,Salta,108.540,1.0,108.541,"32,74 ","7,93 ",80.184 ,27.280 ,115 ,158.0,804.0,594.0,4.719,67.576,23.185,11.333,1.068,76,0.0,108.551
2017,2,Salta,108.540,1.0,108.541,"32,74 ","7,93 ",80.184 ,27.280 ,115 ,158.0,804.0,594.0,4.719,67.576,23.185,11.333,1.068,76,0.0,108.551
2017,2,San Juan,51.261,620.0,51.881,"26,96 ","6,87 ",48.670 ,451 ,772 ,1.073,915.0,15.0,193.0,58.588,0.0,0.0,0.0,4,0.0,58.800
2017,2,San Juan,51.261,620.0,51.881,"26,96 ","6,87 ",48.670 ,451 ,772 ,1.073,915.0,15.0,193.0,58.588,0.0,0.0,0.0,4,0.0,58.800
2017,2,San Luis,12.992,315.0,13.307,"9,51 ","2,72 ",11.432 ,1.120 ,354 ,26.0,375.0,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
2017,2,San Luis,12.992,315.0,13.307,"9,51 ","2,72 ",11.432 ,1.120 ,354 ,26.0,375.0,8.0,4.0,14.014,0.0,0.0,1.0,2,0.0,14.029
2017,2,Santa Cruz,26.019,369.0,26.388,"26,25 ","7,81 ",15.311 ,2.722 ,1.365 ,4.735,2.255,188.0,24.0,30.913,541.0,66.0,33.0,0,0.0,31.765
2017,2,Santa Cruz,26.019,369.0,26.388,"26,25 ","7,81 ",15.311 ,2.722 ,1.365 ,4.735,2.255,188.0,24.0,30.913,541.0,66.0,33.0,0,0.0,31.765
2017,2,Santa Fe,566.918,362.0,567.280,"52,27 ","16,44 ",329.813 ,228.102 ,3.234 ,4.958,1.173,4.967,38.721,311.830,92.854,97.563,16.794,4.275,0.0,567.004
2017,2,Santa Fe,566.918,362.0,567.280,"52,27 ","16,44 ",329.813 ,228.102 ,3.234 ,4.958,1.173,4.967,38.721,311.830,92.854,97.563,16.794,4.275,0.0,567.004
2017,2,Santiago Del Estero,33.194,2.0,33.196,"14,12 ","3,50 ",28.337 ,3.900 ,19 ,911.0,29.0,26.0,3.539,20.384,6.432,2.802,16.0,0,0.0,33.199
2017,2,Santiago Del Estero,33.194,2.0,33.196,"14,12 ","3,50 ",28.337 ,3.900 ,19 ,911.0,29.0,26.0,3.539,20.384,6.432,2.802,16.0,0,0.0,33.199
2017,2,Tierra Del Fuego,31.938,619.0,32.557,"68,46 ","20,30 ",22.636 ,6.905 ,665 ,1.0,2.35,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
2017,2,Tierra Del Fuego,31.938,619.0,32.557,"68,46 ","20,30 ",22.636 ,6.905 ,665 ,1.0,2.35,16.0,285.0,35.409,0.0,0.0,0.0,0,0.0,35.710
2017,2,Tucumán,154.374,37.0,154.411,"38,19 ","9,46 ",149.013 ,5.223 ,116 ,14.0,45.0,96.0,9.236,83.342,42.536,17.788,1.371,21,0.0,154.390
2017,2,Tucumán,154.374,37.0,154.411,"38,19 ","9,46 ",149.013 ,5.223 ,116 ,14.0,45.0,96.0,9.236,83.342,42.536,17.788,1.371,21,0.0,154.390
